Tenure,WarehouseToHome,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount,Churn,TenureGroup,WarehouseDistanceCat,RecencyStatus,Tenure_Days,Churn_Score,Churn_Risk_Level,Tenure_Bucket
20.0,9.0,4,Grocery,3,Married,8,0,2.0,303.61,0,6-24 Months (Regular),Near,Active,600.0,0.0,Low Risk (<30%),12+ Months (Loyal)
18.0,12.0,5,Mobile Phone,3,Single,5,0,4.0,156.62,0,6-24 Months (Regular),Moderate,Active,540.0,0.0,Low Risk (<30%),12+ Months (Loyal)
12.0,9.0,4,Mobile Phone,4,Married,7,0,9.0,150.92,0,6-24 Months (Regular),Near,Active,360.0,0.01,Low Risk (<30%),7-12 Months (Moderate)
15.0,14.0,3,Others,2,Married,2,0,9.0,284.3,0,6-24 Months (Regular),Moderate,Active,450.0,0.0,Low Risk (<30%),12+ Months (Loyal)
28.0,8.0,3,Grocery,2,Single,3,1,2.0,266.59,0,24+ Months (Loyal),Near,Active,840.0,0.0,Low Risk (<30%),12+ Months (Loyal)
10.0,10.0,4,Laptop & Accessory,4,Single,6,0,8.0,169.85,0,6-24 Months (Regular),Near,Active,300.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
27.0,25.0,3,Laptop & Accessory,5,Married,10,1,4.0,154.85,0,24+ Months (Loyal),Far,Active,810.0,0.05,Low Risk (<30%),12+ Months (Loyal)
20.0,8.0,3,Laptop & Accessory,2,Married,6,0,4.0,150.7,0,6-24 Months (Regular),Near,Active,600.0,0.02,Low Risk (<30%),12+ Months (Loyal)
0.0,33.0,3,Laptop & Accessory,1,Single,2,1,7.0,158.13,1,0-6 Months (New),Far,Active,0.0,0.98,High Risk (>70%),0-3 Months (High Risk)
0.0,33.0,3,Fashion,1,Married,2,0,9.0,176.39,1,0-6 Months (New),Far,Active,0.0,0.96,High Risk (>70%),0-3 Months (High Risk)
9.0,8.0,3,Mobile Phone,3,Married,3,0,2.0,120.009999999999,0,6-24 Months (Regular),Near,Active,270.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
7.0,7.0,4,Laptop & Accessory,5,Single,1,0,9.0,153.43,0,6-24 Months (Regular),Near,Active,210.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
10.0,16.0,4,Fashion,1,Married,6,0,3.0,225.96,1,6-24 Months (Regular),Moderate,Active,300.0,0.47061904761904766,Medium Risk (30-70%),7-12 Months (Moderate)
8.0,34.0,4,Mobile Phone,4,Single,4,0,3.0,148.11,0,6-24 Months (Regular),Far,Active,240.0,0.11,Low Risk (<30%),7-12 Months (Moderate)
1.0,7.0,6,Mobile Phone,5,Single,2,0,1.0,148.25,1,0-6 Months (New),Near,Active,30.0,0.94,High Risk (>70%),0-3 Months (High Risk)
14.0,14.0,3,Mobile Phone,3,Married,5,0,8.0,124.509999999999,0,6-24 Months (Regular),Moderate,Active,420.0,0.01,Low Risk (<30%),12+ Months (Loyal)
1.0,9.0,2,Laptop & Accessory,3,Single,2,0,8.0,190.0,0,0-6 Months (New),Near,Active,30.0,0.08,Low Risk (<30%),0-3 Months (High Risk)
1.0,35.0,3,Laptop & Accessory,5,Married,8,1,0.0,166.73,1,0-6 Months (New),Far,Active,30.0,0.97,High Risk (>70%),0-3 Months (High Risk)
4.0,6.0,5,Laptop & Accessory,5,Married,2,0,7.0,150.03,0,0-6 Months (New),Near,Active,120.0,0.0,Low Risk (<30%),4-6 Months (Mid-High)
14.0,9.0,4,Laptop & Accessory,2,Single,3,0,9.0,171.61,0,6-24 Months (Regular),Near,Active,420.0,0.0,Low Risk (<30%),12+ Months (Loyal)
6.0,11.0,3,Laptop & Accessory,2,Divorced,7,0,2.0,199.98,0,0-6 Months (New),Moderate,Active,180.0,0.03,Low Risk (<30%),4-6 Months (Mid-High)
19.0,32.0,5,Laptop & Accessory,1,Married,2,0,9.0,184.06,0,6-24 Months (Regular),Far,Active,570.0,0.0,Low Risk (<30%),12+ Months (Loyal)
0.0,14.0,3,Mobile Phone,4,Single,2,1,2.0,124.78,0,0-6 Months (New),Moderate,Active,0.0,0.11,Low Risk (<30%),0-3 Months (High Risk)
19.0,9.0,4,Laptop & Accessory,3,Married,6,0,8.0,176.54,0,6-24 Months (Regular),Near,Active,570.0,0.03,Low Risk (<30%),12+ Months (Loyal)
11.0,21.0,4,Mobile Phone,5,Married,3,0,18.0,155.34,0,6-24 Months (Regular),Far,Active,330.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
1.0,21.0,4,Mobile Phone,2,Divorced,7,1,5.0,149.36,1,0-6 Months (New),Far,Active,30.0,0.93,High Risk (>70%),0-3 Months (High Risk)
15.0,19.0,4,Mobile Phone,2,Divorced,5,1,1.0,172.66,0,6-24 Months (Regular),Moderate,Active,450.0,0.21,Low Risk (<30%),12+ Months (Loyal)
1.0,26.0,2,Laptop & Accessory,1,Single,10,1,5.0,178.04,1,0-6 Months (New),Far,Active,30.0,0.74,High Risk (>70%),0-3 Months (High Risk)
13.0,15.0,4,Mobile Phone,3,Married,3,0,8.0,162.55,0,6-24 Months (Regular),Moderate,Active,390.0,0.0,Low Risk (<30%),12+ Months (Loyal)
21.0,10.0,4,Grocery,1,Married,3,0,2.0,252.019999999999,0,6-24 Months (Regular),Near,Active,630.0,0.0,Low Risk (<30%),12+ Months (Loyal)
0.0,11.0,1,Laptop & Accessory,5,Married,2,0,5.0,140.0,0,0-6 Months (New),Moderate,Active,0.0,0.03,Low Risk (<30%),0-3 Months (High Risk)
6.0,11.0,5,Laptop & Accessory,3,Married,3,0,9.0,186.62,0,0-6 Months (New),Moderate,Active,180.0,0.0,Low Risk (<30%),4-6 Months (Mid-High)
15.0,8.0,3,Fashion,1,Married,3,1,9.0,201.24,0,6-24 Months (Regular),Near,Active,450.0,0.03,Low Risk (<30%),12+ Months (Loyal)
4.0,35.0,4,Laptop & Accessory,2,Divorced,3,0,10.0,182.75,0,0-6 Months (New),Far,Active,120.0,0.0,Low Risk (<30%),4-6 Months (Mid-High)
12.0,9.0,4,Mobile Phone,2,Divorced,3,1,1.0,142.02,0,6-24 Months (Regular),Near,Active,360.0,0.01,Low Risk (<30%),7-12 Months (Moderate)
4.0,8.0,3,Mobile Phone,2,Married,1,1,2.0,126.949999999999,0,0-6 Months (New),Near,Active,120.0,0.17,Low Risk (<30%),4-6 Months (Mid-High)
0.0,19.0,3,Laptop & Accessory,4,Single,6,0,0.0,157.65,1,0-6 Months (New),Moderate,Active,0.0,0.94,High Risk (>70%),0-3 Months (High Risk)
24.0,20.0,3,Laptop & Accessory,2,Divorced,5,0,7.0,149.36,0,6-24 Months (Regular),Moderate,Active,720.0,0.0,Low Risk (<30%),12+ Months (Loyal)
12.0,30.0,4,Laptop & Accessory,1,Married,11,0,3.0,182.45,0,6-24 Months (Regular),Far,Active,360.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
0.0,19.0,3,Laptop & Accessory,5,Married,3,0,2.0,142.33,1,0-6 Months (New),Moderate,Active,0.0,0.68,Medium Risk (30-70%),0-3 Months (High Risk)
14.0,6.0,2,Fashion,5,Divorced,2,0,7.0,183.92,0,6-24 Months (Regular),Near,Active,420.0,0.0,Low Risk (<30%),12+ Months (Loyal)
8.0,15.0,4,Laptop & Accessory,4,Single,10,0,0.0,165.4,0,6-24 Months (Regular),Moderate,Active,240.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
17.0,15.0,4,Laptop & Accessory,3,Married,6,1,3.0,170.22,0,6-24 Months (Regular),Moderate,Active,510.0,0.02,Low Risk (<30%),12+ Months (Loyal)
9.0,9.0,3,Mobile Phone,1,Married,6,0,0.0,128.35,0,6-24 Months (Regular),Near,Active,270.0,0.03,Low Risk (<30%),7-12 Months (Moderate)
14.0,23.0,4,Mobile Phone,3,Married,11,0,1.0,160.44,0,6-24 Months (Regular),Far,Active,420.0,0.0,Low Risk (<30%),12+ Months (Loyal)
5.0,14.0,1,Laptop & Accessory,1,Married,2,0,8.0,162.09,0,0-6 Months (New),Moderate,Active,150.0,0.0,Low Risk (<30%),4-6 Months (Mid-High)
11.0,8.0,1,Laptop & Accessory,5,Single,7,1,12.0,159.8,0,6-24 Months (Regular),Near,Active,330.0,0.02,Low Risk (<30%),7-12 Months (Moderate)
21.0,12.0,4,Laptop & Accessory,3,Single,3,0,2.0,142.4,0,6-24 Months (Regular),Moderate,Active,630.0,0.02,Low Risk (<30%),12+ Months (Loyal)
10.0,9.0,4,Mobile Phone,3,Married,6,0,3.0,150.43,0,6-24 Months (Regular),Near,Active,300.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
19.0,8.0,3,Others,5,Single,4,0,1.0,289.47,0,6-24 Months (Regular),Near,Active,570.0,0.0,Low Risk (<30%),12+ Months (Loyal)
0.0,7.0,4,Mobile Phone,3,Married,2,1,0.0,129.33,0,0-6 Months (New),Near,Active,0.0,0.37,Medium Risk (30-70%),0-3 Months (High Risk)
16.0,33.0,4,Grocery,4,Divorced,7,0,9.0,260.25,0,6-24 Months (Regular),Far,Active,480.0,0.0,Low Risk (<30%),12+ Months (Loyal)
7.0,14.0,1,Mobile Phone,3,Divorced,1,0,0.0,125.85,0,6-24 Months (Regular),Moderate,Active,210.0,0.02,Low Risk (<30%),7-12 Months (Moderate)
6.0,13.0,4,Laptop & Accessory,3,Single,3,0,8.0,175.1,0,0-6 Months (New),Moderate,Active,180.0,0.0,Low Risk (<30%),4-6 Months (Mid-High)
18.0,16.0,4,Mobile Phone,5,Married,3,1,2.0,150.59,0,6-24 Months (Regular),Moderate,Active,540.0,0.0,Low Risk (<30%),12+ Months (Loyal)
6.0,9.0,4,Mobile Phone,4,Divorced,3,0,8.0,148.7,0,0-6 Months (New),Near,Active,180.0,0.0,Low Risk (<30%),4-6 Months (Mid-High)
17.0,10.0,3,Laptop & Accessory,4,Single,10,0,3.0,159.33,0,6-24 Months (Regular),Near,Active,510.0,0.0,Low Risk (<30%),12+ Months (Loyal)
17.0,22.0,5,Laptop & Accessory,2,Divorced,5,0,3.0,193.04,0,6-24 Months (Regular),Far,Active,510.0,0.0,Low Risk (<30%),12+ Months (Loyal)
2.0,8.0,5,Mobile Phone,3,Married,3,0,1.0,140.63,0,0-6 Months (New),Near,Active,60.0,0.05,Low Risk (<30%),0-3 Months (High Risk)
31.0,12.0,5,Fashion,4,Married,4,1,3.0,230.52,0,24+ Months (Loyal),Moderate,Active,930.0,0.02,Low Risk (<30%),12+ Months (Loyal)
17.0,8.0,1,Fashion,1,Married,2,1,7.0,178.79,0,6-24 Months (Regular),Near,Active,510.0,0.04,Low Risk (<30%),12+ Months (Loyal)
4.0,7.0,4,Mobile Phone,3,Married,2,0,4.0,145.64,0,0-6 Months (New),Near,Active,120.0,0.01,Low Risk (<30%),4-6 Months (Mid-High)
0.0,29.0,4,Laptop & Accessory,3,Married,2,0,8.0,135.4,0,0-6 Months (New),Far,Active,0.0,0.2,Low Risk (<30%),0-3 Months (High Risk)
7.0,16.0,4,Laptop & Accessory,3,Married,2,0,7.0,150.63,0,6-24 Months (Regular),Moderate,Active,210.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
10.0,9.0,3,Fashion,3,Married,2,0,8.0,194.34,0,6-24 Months (Regular),Near,Active,300.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
19.0,6.0,3,Others,1,Married,10,0,2.0,296.27,0,6-24 Months (Regular),Near,Active,570.0,0.0,Low Risk (<30%),12+ Months (Loyal)
7.0,28.0,4,Laptop & Accessory,1,Married,2,1,11.0,157.47,0,6-24 Months (Regular),Far,Active,210.0,0.01,Low Risk (<30%),7-12 Months (Moderate)
8.0,8.0,4,Mobile Phone,1,Single,1,1,4.0,149.3,0,6-24 Months (Regular),Near,Active,240.0,0.29,Low Risk (<30%),7-12 Months (Moderate)
16.0,9.0,2,Laptop & Accessory,5,Married,9,0,4.0,187.72,0,6-24 Months (Regular),Near,Active,480.0,0.0,Low Risk (<30%),12+ Months (Loyal)
7.0,28.0,2,Mobile Phone,4,Married,3,0,14.0,145.28,0,6-24 Months (Regular),Far,Active,210.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
0.0,31.0,1,Mobile Phone,2,Single,2,1,1.0,129.94,0,0-6 Months (New),Far,Active,0.0,0.1,Low Risk (<30%),0-3 Months (High Risk)
1.0,16.0,4,Laptop & Accessory,1,Single,3,0,8.0,166.05,0,0-6 Months (New),Moderate,Active,30.0,0.25,Low Risk (<30%),0-3 Months (High Risk)
8.0,31.0,4,Fashion,4,Divorced,4,0,8.0,209.029999999999,0,6-24 Months (Regular),Far,Active,240.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
5.0,9.0,4,Laptop & Accessory,1,Single,6,1,6.0,190.82,0,0-6 Months (New),Near,Active,150.0,0.23,Low Risk (<30%),4-6 Months (Mid-High)
4.0,8.0,3,Mobile Phone,3,Married,2,0,3.0,134.77,0,0-6 Months (New),Near,Active,120.0,0.0,Low Risk (<30%),4-6 Months (Mid-High)
1.0,32.0,4,Mobile Phone,2,Single,3,1,2.0,152.95,1,0-6 Months (New),Far,Active,30.0,0.72,High Risk (>70%),0-3 Months (High Risk)
12.0,25.0,3,Laptop & Accessory,1,Married,9,0,2.0,139.02,0,6-24 Months (Regular),Far,Active,360.0,0.01,Low Risk (<30%),7-12 Months (Moderate)
7.0,11.0,4,Laptop & Accessory,1,Married,2,0,13.0,139.86,0,6-24 Months (Regular),Moderate,Active,210.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
4.0,13.0,3,Laptop & Accessory,1,Married,4,0,7.0,159.15,0,0-6 Months (New),Moderate,Active,120.0,0.01,Low Risk (<30%),4-6 Months (Mid-High)
0.0,25.0,1,Laptop & Accessory,1,Single,9,1,4.0,153.04,1,0-6 Months (New),Far,Active,0.0,0.65,Medium Risk (30-70%),0-3 Months (High Risk)
1.0,8.0,5,Laptop & Accessory,3,Single,3,0,3.0,171.17,0,0-6 Months (New),Near,Active,30.0,0.03,Low Risk (<30%),0-3 Months (High Risk)
1.0,13.0,4,Mobile Phone,2,Divorced,3,1,3.0,151.59,0,0-6 Months (New),Moderate,Active,30.0,0.12,Low Risk (<30%),0-3 Months (High Risk)
1.0,12.0,4,Mobile Phone,4,Single,2,0,3.0,149.22,1,0-6 Months (New),Moderate,Active,30.0,0.6025,Medium Risk (30-70%),0-3 Months (High Risk)
0.0,19.0,3,Laptop & Accessory,3,Single,4,1,2.0,198.54,1,0-6 Months (New),Moderate,Active,0.0,1.0,High Risk (>70%),0-3 Months (High Risk)
13.0,28.0,6,Laptop & Accessory,3,Married,8,0,3.0,182.36,0,6-24 Months (Regular),Far,Active,390.0,0.0,Low Risk (<30%),12+ Months (Loyal)
1.0,9.0,4,Mobile Phone,5,Married,2,0,3.0,155.41,1,0-6 Months (New),Near,Active,30.0,0.77,High Risk (>70%),0-3 Months (High Risk)
28.0,6.0,3,Others,5,Single,1,1,13.0,290.45,0,24+ Months (Loyal),Near,Active,840.0,0.0,Low Risk (<30%),12+ Months (Loyal)
13.0,9.0,4,Mobile Phone,3,Divorced,2,1,2.0,126.83,1,6-24 Months (Regular),Near,Active,390.0,0.93,High Risk (>70%),12+ Months (Loyal)
16.0,21.0,4,Laptop & Accessory,1,Married,4,0,2.0,168.04,0,6-24 Months (Regular),Far,Active,480.0,0.0,Low Risk (<30%),12+ Months (Loyal)
4.0,7.0,4,Mobile Phone,4,Married,3,0,8.0,162.48,0,0-6 Months (New),Near,Active,120.0,0.0,Low Risk (<30%),4-6 Months (Mid-High)
20.0,8.0,4,Mobile Phone,2,Single,2,1,2.0,132.94,0,6-24 Months (Regular),Near,Active,600.0,0.01,Low Risk (<30%),12+ Months (Loyal)
0.0,33.0,3,Fashion,2,Divorced,2,0,9.0,176.39,1,0-6 Months (New),Far,Active,0.0,0.96,High Risk (>70%),0-3 Months (High Risk)
9.0,14.0,4,Mobile Phone,5,Married,1,0,3.0,123.419999999999,0,6-24 Months (Regular),Moderate,Active,270.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
3.0,35.0,3,Laptop & Accessory,5,Married,9,0,3.0,141.15,0,0-6 Months (New),Far,Active,90.0,0.05,Low Risk (<30%),0-3 Months (High Risk)
3.0,30.0,2,Mobile Phone,3,Married,3,0,8.0,152.0,0,0-6 Months (New),Far,Active,90.0,0.0,Low Risk (<30%),0-3 Months (High Risk)
14.0,13.0,4,Grocery,1,Single,3,1,8.0,289.37,0,6-24 Months (Regular),Moderate,Active,420.0,0.01,Low Risk (<30%),12+ Months (Loyal)
19.0,19.0,3,Laptop & Accessory,4,Single,7,0,9.0,155.62,0,6-24 Months (Regular),Moderate,Active,570.0,0.0,Low Risk (<30%),12+ Months (Loyal)
9.0,29.0,3,Laptop & Accessory,4,Married,5,0,2.0,120.419999999999,0,6-24 Months (Regular),Far,Active,270.0,0.06,Low Risk (<30%),7-12 Months (Moderate)
9.0,9.0,3,Mobile Phone,3,Married,2,0,0.0,120.83,0,6-24 Months (Regular),Near,Active,270.0,0.37,Medium Risk (30-70%),7-12 Months (Moderate)
9.0,14.0,3,Mobile Phone,3,Single,5,0,9.0,125.19,0,6-24 Months (Regular),Moderate,Active,270.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
0.0,13.0,4,Fashion,2,Married,10,0,3.0,215.57,0,0-6 Months (New),Moderate,Active,0.0,0.3,Medium Risk (30-70%),0-3 Months (High Risk)
4.0,12.0,2,Laptop & Accessory,2,Married,5,0,7.0,154.6,0,0-6 Months (New),Moderate,Active,120.0,0.0,Low Risk (<30%),4-6 Months (Mid-High)
31.0,7.0,5,Laptop & Accessory,3,Single,9,0,4.0,179.73,0,24+ Months (Loyal),Near,Active,930.0,0.0,Low Risk (<30%),12+ Months (Loyal)
25.0,25.0,3,Mobile Phone,1,Married,1,0,2.0,142.58,0,24+ Months (Loyal),Far,Active,750.0,0.0,Low Risk (<30%),12+ Months (Loyal)
8.0,13.0,3,Fashion,3,Single,4,0,6.0,202.21,0,6-24 Months (Regular),Moderate,Active,240.0,0.17,Low Risk (<30%),7-12 Months (Moderate)
0.0,24.0,1,Mobile Phone,5,Married,1,0,0.0,129.56,1,0-6 Months (New),Far,Active,0.0,0.89,High Risk (>70%),0-3 Months (High Risk)
0.0,15.0,4,Mobile Phone,3,Divorced,1,1,0.0,133.88,1,0-6 Months (New),Moderate,Active,0.0,0.8,High Risk (>70%),0-3 Months (High Risk)
9.0,25.0,4,Laptop & Accessory,5,Married,2,0,5.0,25.0,0,6-24 Months (Regular),Far,Active,270.0,0.08,Low Risk (<30%),7-12 Months (Moderate)
11.0,14.0,4,Fashion,3,Single,6,0,3.0,261.64,0,6-24 Months (Regular),Moderate,Active,330.0,0.03666666666666667,Low Risk (<30%),7-12 Months (Moderate)
9.0,26.0,3,Laptop & Accessory,3,Single,1,0,2.0,122.72,0,6-24 Months (Regular),Far,Active,270.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
1.0,17.0,4,Laptop & Accessory,5,Single,3,0,9.0,167.13,1,0-6 Months (New),Moderate,Active,30.0,0.83,High Risk (>70%),0-3 Months (High Risk)
0.0,14.0,3,Mobile Phone,3,Single,2,1,7.0,123.94,1,0-6 Months (New),Moderate,Active,0.0,0.98,High Risk (>70%),0-3 Months (High Risk)
2.0,8.0,4,Laptop & Accessory,4,Married,3,0,0.0,166.44,0,0-6 Months (New),Near,Active,60.0,0.01,Low Risk (<30%),0-3 Months (High Risk)
5.0,8.0,3,Laptop & Accessory,3,Single,5,1,7.0,149.98,0,0-6 Months (New),Near,Active,150.0,0.03,Low Risk (<30%),4-6 Months (Mid-High)
9.0,6.0,5,Fashion,5,Married,3,1,7.0,202.52,0,6-24 Months (Regular),Near,Active,270.0,0.01,Low Risk (<30%),7-12 Months (Moderate)
2.0,11.0,4,Laptop & Accessory,4,Married,2,1,9.0,141.87,0,0-6 Months (New),Moderate,Active,60.0,0.02,Low Risk (<30%),0-3 Months (High Risk)
14.0,12.0,3,Fashion,2,Single,4,1,0.0,235.91,0,6-24 Months (Regular),Moderate,Active,420.0,0.01,Low Risk (<30%),12+ Months (Loyal)
1.0,14.0,4,Mobile Phone,3,Married,5,1,8.0,158.39,1,0-6 Months (New),Moderate,Active,30.0,1.0,High Risk (>70%),0-3 Months (High Risk)
16.0,35.0,5,Laptop & Accessory,2,Divorced,2,0,5.0,170.23,0,6-24 Months (Regular),Far,Active,480.0,0.04,Low Risk (<30%),12+ Months (Loyal)
11.0,7.0,4,Fashion,1,Single,6,0,3.0,199.91,0,6-24 Months (Regular),Near,Active,330.0,0.01,Low Risk (<30%),7-12 Months (Moderate)
1.0,13.0,2,Mobile Phone,5,Divorced,3,1,1.0,141.01,1,0-6 Months (New),Moderate,Active,30.0,0.89,High Risk (>70%),0-3 Months (High Risk)
12.0,9.0,5,Mobile Phone,4,Married,6,0,6.0,149.68,0,6-24 Months (Regular),Near,Active,360.0,0.01,Low Risk (<30%),7-12 Months (Moderate)
1.0,12.0,4,Mobile Phone,4,Single,3,1,1.0,143.78,1,0-6 Months (New),Moderate,Active,30.0,1.0,High Risk (>70%),0-3 Months (High Risk)
1.0,29.0,4,Mobile Phone,3,Single,3,0,3.0,159.47,0,0-6 Months (New),Far,Active,30.0,0.01,Low Risk (<30%),0-3 Months (High Risk)
26.0,19.0,2,Laptop & Accessory,5,Married,2,0,3.0,144.5,0,24+ Months (Loyal),Moderate,Active,780.0,0.0,Low Risk (<30%),12+ Months (Loyal)
16.0,7.0,5,Laptop & Accessory,1,Married,11,1,3.0,185.62,0,6-24 Months (Regular),Near,Active,480.0,0.0,Low Risk (<30%),12+ Months (Loyal)
0.0,14.0,4,Laptop & Accessory,5,Single,7,0,2.0,153.26,1,0-6 Months (New),Moderate,Active,0.0,0.69,Medium Risk (30-70%),0-3 Months (High Risk)
17.0,14.0,1,Mobile Phone,1,Married,3,1,2.0,128.18,0,6-24 Months (Regular),Moderate,Active,510.0,0.01,Low Risk (<30%),12+ Months (Loyal)
31.0,8.0,6,Fashion,1,Married,5,0,1.0,233.829999999999,0,24+ Months (Loyal),Near,Active,930.0,0.01,Low Risk (<30%),12+ Months (Loyal)
5.0,14.0,4,Laptop & Accessory,2,Married,6,0,8.0,200.47,0,0-6 Months (New),Moderate,Active,150.0,0.09,Low Risk (<30%),4-6 Months (Mid-High)
19.0,9.0,5,Mobile Phone,3,Single,3,0,1.0,147.74,0,6-24 Months (Regular),Near,Active,570.0,0.05,Low Risk (<30%),12+ Months (Loyal)
8.0,9.0,5,Mobile Phone,3,Married,5,0,8.0,152.68,0,6-24 Months (Regular),Near,Active,240.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
31.0,7.0,4,Fashion,1,Married,5,1,5.0,244.04,0,24+ Months (Loyal),Near,Active,930.0,0.0,Low Risk (<30%),12+ Months (Loyal)
9.0,13.0,3,Mobile Phone,5,Single,4,0,2.0,120.62,0,6-24 Months (Regular),Moderate,Active,270.0,0.03,Low Risk (<30%),7-12 Months (Moderate)
6.0,16.0,4,Laptop & Accessory,1,Single,4,0,1.0,146.82,0,0-6 Months (New),Moderate,Active,180.0,0.03,Low Risk (<30%),4-6 Months (Mid-High)
10.0,9.0,4,Mobile Phone,1,Single,5,1,3.0,151.44,0,6-24 Months (Regular),Near,Active,300.0,0.04,Low Risk (<30%),7-12 Months (Moderate)
1.0,15.0,4,Laptop & Accessory,3,Married,2,1,5.0,174.07,0,0-6 Months (New),Moderate,Active,30.0,0.14,Low Risk (<30%),0-3 Months (High Risk)
18.0,8.0,5,Laptop & Accessory,3,Single,1,0,1.0,166.32,0,6-24 Months (Regular),Near,Active,540.0,0.0,Low Risk (<30%),12+ Months (Loyal)
5.0,10.0,4,Fashion,3,Married,11,0,3.0,261.75,0,0-6 Months (New),Near,Active,150.0,0.04,Low Risk (<30%),4-6 Months (Mid-High)
3.0,8.0,4,Laptop & Accessory,2,Single,6,1,0.0,168.77,0,0-6 Months (New),Near,Active,90.0,0.1,Low Risk (<30%),0-3 Months (High Risk)
3.0,13.0,4,Mobile Phone,1,Married,3,0,9.0,156.31,0,0-6 Months (New),Moderate,Active,90.0,0.0,Low Risk (<30%),0-3 Months (High Risk)
27.0,31.0,2,Fashion,1,Married,5,0,3.0,195.05,0,24+ Months (Loyal),Far,Active,810.0,0.0,Low Risk (<30%),12+ Months (Loyal)
13.0,13.0,3,Others,4,Single,2,0,8.0,298.33,0,6-24 Months (Regular),Moderate,Active,390.0,0.03,Low Risk (<30%),12+ Months (Loyal)
9.0,6.0,4,Mobile Phone,3,Divorced,7,0,7.0,122.58,0,6-24 Months (Regular),Near,Active,270.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
8.0,31.0,3,Fashion,3,Married,2,1,1.0,203.88,0,6-24 Months (Regular),Far,Active,240.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
23.0,6.0,4,Mobile Phone,3,Married,3,0,2.0,136.9,0,6-24 Months (Regular),Near,Active,690.0,0.0,Low Risk (<30%),12+ Months (Loyal)
12.0,21.0,4,Laptop & Accessory,4,Married,2,0,3.0,224.24,0,6-24 Months (Regular),Far,Active,360.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
0.0,14.0,4,Mobile Phone,5,Single,1,1,2.0,123.21,1,0-6 Months (New),Moderate,Active,0.0,0.97,High Risk (>70%),0-3 Months (High Risk)
19.0,7.0,2,Others,1,Married,2,0,8.0,317.02,0,6-24 Months (Regular),Near,Active,570.0,0.0,Low Risk (<30%),12+ Months (Loyal)
15.0,14.0,3,Laptop & Accessory,4,Married,1,0,2.0,168.25,0,6-24 Months (Regular),Moderate,Active,450.0,0.0,Low Risk (<30%),12+ Months (Loyal)
15.0,8.0,4,Laptop & Accessory,5,Married,2,0,8.0,166.03,0,6-24 Months (Regular),Near,Active,450.0,0.0,Low Risk (<30%),12+ Months (Loyal)
16.0,33.0,4,Grocery,4,Married,7,0,9.0,260.25,0,6-24 Months (Regular),Far,Active,480.0,0.0,Low Risk (<30%),12+ Months (Loyal)
9.0,8.0,3,Mobile Phone,4,Married,5,0,2.0,121.87,0,6-24 Months (Regular),Near,Active,270.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
14.0,9.0,4,Mobile Phone,5,Married,6,0,3.0,158.77,0,6-24 Months (Regular),Near,Active,420.0,0.0,Low Risk (<30%),12+ Months (Loyal)
1.0,9.0,5,Laptop & Accessory,4,Single,9,1,3.0,224.07,1,0-6 Months (New),Near,Active,30.0,0.99,High Risk (>70%),0-3 Months (High Risk)
0.0,10.0,2,Mobile Phone,5,Divorced,3,0,2.0,128.19,0,0-6 Months (New),Near,Active,0.0,0.1,Low Risk (<30%),0-3 Months (High Risk)
26.0,18.0,4,Laptop & Accessory,3,Divorced,10,0,5.0,156.49,0,24+ Months (Loyal),Moderate,Active,780.0,0.0,Low Risk (<30%),12+ Months (Loyal)
7.0,17.0,4,Laptop & Accessory,4,Married,5,0,8.0,144.9,0,6-24 Months (Regular),Moderate,Active,210.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
3.0,17.0,5,Laptop & Accessory,4,Married,3,1,8.0,207.68,0,0-6 Months (New),Moderate,Active,90.0,0.01,Low Risk (<30%),0-3 Months (High Risk)
7.0,11.0,5,Mobile Phone,4,Divorced,8,0,2.0,151.22,0,6-24 Months (Regular),Moderate,Active,210.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
6.0,16.0,3,Laptop & Accessory,3,Single,2,0,9.0,154.87,0,0-6 Months (New),Moderate,Active,180.0,0.0,Low Risk (<30%),4-6 Months (Mid-High)
5.0,7.0,5,Mobile Phone,5,Divorced,3,0,3.0,147.18,0,0-6 Months (New),Near,Active,150.0,0.0,Low Risk (<30%),4-6 Months (Mid-High)
